id,CPSI_verse,CPSI_chorus,version,year
5,2.014192,2.036483,top20v231,2013
6,2.037563,2.152571,top20v231,2013
7,2.067791,2.238861,top20v231,2013
8,2.11083,1.970981,top20v231,2013
9,2.151906,1.906473,top20v231,2013
10,1.935271,2.077431,top20v231,2013
11,2.05559,2.042263,top20v231,2013
12,2.114753,2.166458,top20v231,2013
13,1.811627,1.928406,top20v231,2013
14,1.865181,1.852918,top20v231,2013
15,1.570561,1.936198,top20v231,2013
16,2.130934,1.842188,top20v231,2013
17,2.402251,1.959358,top20v231,2013
18,1.85323,2.099614,top20v231,2013
19,2.514964,2.423187,top20v231,2013
0,1.566969,1.922212,top20v232,2013
1,1.311379,1.453872,top20v232,2013
2,1.324206,1.466619,top20v232,2013
3,1.295847,1.278656,top20v232,2013
4,1.184904,1.30974,top20v232,2013
5,1.367075,1.428782,top20v232,2013
6,1.373886,1.537099,top20v232,2013
7,1.35553,1.373804,top20v232,2013
8,1.585673,1.677205,top20v232,2013
9,1.297261,1.429295,top20v232,2013
10,1.592723,1.334469,top20v232,2013
11,1.397671,1.589982,top20v232,2013
12,1.406307,1.434375,top20v232,2013
13,1.445745,1.547828,top20v232,2013
14,1.699088,1.737252,top20v232,2013
15,1.411327,1.733129,top20v232,2013
16,1.476328,1.744454,top20v232,2013
17,1.397745,1.382559,top20v232,2013
18,1.308671,1.331343,top20v232,2013
19,1.448384,1.510038,top20v232,2013
0,0.998295,0.973323,top10v111,2014
1,0.855038,1.058824,top10v111,2014
2,1.067608,1.179124,top10v111,2014
3,1.558475,1.292227,top10v111,2014
4,0.839436,0.945298,top10v111,2014
5,1.593023,1.50861,top10v111,2014
6,1.593023,1.834989,top10v111,2014
7,0.93029,1.141808,top10v111,2014
8,0.761751,1.024711,top10v111,2014
9,1.206966,0.973323,top10v111,2014
0,1.146743,1.091988,top10v112,2014
1,1.021562,1.472052,top10v112,2014
2,1.078451,1.617019,top10v112,2014
3,1.853404,1.809308,top10v112,2014
4,0.922548,1.370773,top10v112,2014
5,2.128179,1.501063,top10v112,2014
6,2.364783,2.140536,top10v112,2014
7,1.032466,1.472052,top10v112,2014
8,0.922548,1.421047,top10v112,2014
9,1.170474,1.091988,top10v112,2014
0,0.935679,1.318734,top10v121,2014
1,0.776351,0.899417,top10v121,2014
2,0.86969,1.030143,top10v121,2014
3,1.637691,1.211004,top10v121,2014
4,0.489458,0.493551,top10v121,2014
5,1.733943,1.52458,top10v121,2014
6,1.733943,1.917385,top10v121,2014
7,0.831475,0.961125,top10v121,2014
8,0.419559,0.610997,top10v121,2014
9,1.659105,1.318734,top10v121,2014
0,1.146743,1.279031,top10v122,2014
1,0.727063,1.101134,top10v122,2014
2,1.123228,1.505586,top10v122,2014
3,1.95934,1.101134,top10v122,2014
4,0.727063,1.363443,top10v122,2014
5,2.322538,1.511753,top10v122,2014
6,2.35492,2.354771,top10v122,2014
7,1.037194,1.358267,top10v122,2014
8,1.118324,1.378087,top10v122,2014
9,1.792354,1.279031,top10v122,2014
0,1.190222,1.374369,top10v131,2014
1,1.196923,0.866025,top10v131,2014
2,1.322706,1.785489,top10v131,2014
3,1.802776,1.751911,top10v131,2014
4,0.527046,0.730224,top10v131,2014
5,1.581139,1.691957,top10v131,2014
6,1.581139,1.118034,top10v131,2014
7,1.104397,1.5,top10v131,2014
8,0.790569,0.90072,top10v131,2014
9,1.414214,0.0,top10v131,2014
0,1.483708,1.226162,top10v132,2014
1,0.903312,0.909059,top10v132,2014
2,1.0425,1.259685,top10v132,2014
3,1.119586,1.148671,top10v132,2014
4,1.0425,1.610512,top10v132,2014
5,0.971825,1.20185,top10v132,2014
6,0.971825,0.833333,top10v132,2014
7,0.970037,1.174084,top10v132,2014
8,0.903312,0.909059,top10v132,2014
9,1.305703,0.833333,top10v132,2014
0,1.070335,1.068061,top10v211,2014
1,0.944199,1.098041,top10v211,2014
2,1.095314,1.251861,top10v211,2014
3,1.580345,1.320963,top10v211,2014
4,0.90418,0.968573,top10v211,2014
5,1.556641,1.539628,top10v211,2014
6,1.634506,1.914268,top10v211,2014
7,1.065097,1.077408,top10v211,2014
8,0.762863,1.068636,top10v211,2014
9,1.246423,1.068061,top10v211,2014
0,1.155301,1.12381,top10v212,2014
1,1.040308,1.472502,top10v212,2014
2,1.06476,1.606244,top10v212,2014
3,1.863986,1.812595,top10v212,2014
4,0.984475,1.359073,top10v212,2014
5,2.120305,1.487317,top10v212,2014
6,2.375411,2.147808,top10v212,2014
7,1.061655,1.472502,top10v212,2014
8,0.984475,1.443677,top10v212,2014
9,1.181485,1.12381,top10v212,2014
0,1.067294,1.375692,top10v221,2014
1,0.832755,0.94822,top10v221,2014
2,0.876348,1.114684,top10v221,2014
3,1.699859,1.194114,top10v221,2014
4,0.55181,0.58796,top10v221,2014
5,1.723917,1.607309,top10v221,2014
6,1.765947,2.015191,top10v221,2014
7,0.97486,0.970185,top10v221,2014
8,0.448796,0.775216,top10v221,2014
9,1.683395,1.375692,top10v221,2014
0,1.155301,1.300505,top10v222,2014
1,0.712622,1.092478,top10v222,2014
2,1.089326,1.494008,top10v222,2014
3,1.960679,1.092478,top10v222,2014
4,0.712622,1.346225,top10v222,2014
5,2.323856,1.528975,top10v222,2014
6,2.365447,2.362328,top10v222,2014
7,1.034757,1.364249,top10v222,2014
8,1.155664,1.400221,top10v222,2014
9,1.848656,1.300505,top10v222,2014
0,1.104397,1.513825,top10v231,2014
1,1.196923,1.06066,top10v231,2014
2,1.356854,1.699673,top10v231,2014
3,1.837117,1.749102,top10v231,2014
4,0.527046,0.586302,top10v231,2014
5,1.658312,1.77482,top10v231,2014
6,1.695182,1.3087,top10v231,2014
7,1.272301,1.579156,top10v231,2014
8,0.790569,1.086426,top10v231,2014
9,1.494746,0.353553,top10v231,2014
0,1.44638,1.222972,top10v232,2014
1,0.867528,0.901388,top10v232,2014
2,1.018492,1.222972,top10v232,2014
3,1.058612,1.073675,top10v232,2014
4,1.018492,1.577566,top10v232,2014
5,0.849837,1.105542,top10v232,2014
6,0.849837,0.986013,top10v232,2014
7,0.982044,1.197146,top10v232,2014
8,0.867528,0.901388,top10v232,2014
9,1.312335,0.986013,top10v232,2014
0,1.529369,1.556475,top20v111,2014
1,1.53892,1.530926,top20v111,2014
2,1.546881,1.604715,top20v111,2014
3,1.714535,1.717174,top20v111,2014
4,1.3313,1.47454,top20v111,2014
5,2.066906,1.786707,top20v111,2014
6,2.202924,2.157505,top20v111,2014
7,1.420295,1.534766,top20v111,2014
8,1.352302,1.508789,top20v111,2014
9,1.599778,1.54802,top20v111,2014
10,1.842221,1.600295,top20v111,2014
11,1.742973,1.690276,top20v111,2014
12,1.628873,1.527651,top20v111,2014
13,1.913493,1.504032,top20v111,2014
14,1.964853,1.600295,top20v111,2014
15,1.405292,1.343774,top20v111,2014
16,1.584325,1.394132,top20v111,2014
17,1.448585,1.382163,top20v111,2014
18,1.680961,1.673271,top20v111,2014
19,1.901825,1.830125,top20v111,2014
0,1.945204,1.859006,top20v112,2014
1,1.851904,1.872076,top20v112,2014
2,1.821711,2.093204,top20v112,2014
3,2.219695,2.132062,top20v112,2014
4,1.642937,1.794849,top20v112,2014
5,2.625578,2.151221,top20v112,2014
6,2.676627,2.598351,top20v112,2014
7,1.692387,1.913652,top20v112,2014
8,1.691488,1.855543,top20v112,2014
9,1.890048,1.797586,top20v112,2014
10,2.338549,1.9723,top20v112,2014
11,1.859339,1.795674,top20v112,2014
12,1.961218,1.864346,top20v112,2014
13,2.365746,1.98114,top20v112,2014
14,2.538518,1.9723,top20v112,2014
15,2.10746,2.057133,top20v112,2014
16,1.764261,1.85259,top20v112,2014
17,2.03026,2.015628,top20v112,2014
18,1.947689,1.894038,top20v112,2014
19,2.339328,2.224295,top20v112,2014
0,1.523691,1.569395,top20v121,2014
1,1.499244,1.481666,top20v121,2014
2,1.498394,1.561812,top20v121,2014
3,1.825233,1.577151,top20v121,2014
4,1.259656,1.327038,top20v121,2014
5,2.103955,1.817847,top20v121,2014
6,2.230503,2.265914,top20v121,2014
7,1.387428,1.473218,top20v121,2014
8,1.225921,1.43871,top20v121,2014
9,1.79704,1.617792,top20v121,2014
10,1.841184,1.58439,top20v121,2014
11,1.753317,1.68869,top20v121,2014
12,1.607774,1.480654,top20v121,2014
13,1.612065,1.468578,top20v121,2014
14,1.781817,1.58439,top20v121,2014
15,1.299868,1.283396,top20v121,2014
16,1.536981,1.439377,top20v121,2014
17,1.388804,1.308361,top20v121,2014
18,1.689382,1.681949,top20v121,2014
19,1.70041,1.619888,top20v121,2014
0,1.885557,1.827116,top20v122,2014
1,1.764637,1.808288,top20v122,2014
2,1.787832,2.039805,top20v122,2014
3,2.404653,1.777263,top20v122,2014
4,1.610636,1.757557,top20v122,2014
5,2.61887,2.130953,top20v122,2014
6,2.678871,2.742126,top20v122,2014
7,1.661789,1.840224,top20v122,2014
8,1.686308,1.83877,top20v122,2014
9,2.103729,1.811607,top20v122,2014
10,2.326968,1.976224,top20v122,2014
11,1.890841,1.765286,top20v122,2014
12,1.927096,1.829566,top20v122,2014
13,2.032998,1.944874,top20v122,2014
14,2.32688,1.976224,top20v122,2014
15,2.08176,2.064921,top20v122,2014
16,1.685999,1.729593,top20v122,2014
17,1.993711,1.974316,top20v122,2014
18,1.948867,1.884428,top20v122,2014
19,2.091901,2.003392,top20v122,2014
0,1.808337,1.911642,top20v131,2014
1,1.553751,1.83013,top20v131,2014
2,1.83063,2.013714,top20v131,2014
3,1.959288,1.862041,top20v131,2014
4,1.50977,1.843757,top20v131,2014
5,1.851172,2.073164,top20v131,2014
6,2.225354,2.178872,top20v131,2014
7,1.764171,1.688979,top20v131,2014
8,1.565083,1.726914,top20v131,2014
9,2.05351,2.018754,top20v131,2014
10,2.072849,1.919512,top20v131,2014
11,1.766341,1.790662,top20v131,2014
12,2.052387,1.935543,top20v131,2014
13,1.617542,1.833209,top20v131,2014
14,2.224474,1.919512,top20v131,2014
15,1.57585,1.605144,top20v131,2014
16,2.092524,1.86817,top20v131,2014
17,1.458839,1.481427,top20v131,2014
18,1.842526,1.856004,top20v131,2014
19,2.0157,1.893809,top20v131,2014
0,1.861561,1.371834,top20v132,2014
1,1.240406,1.304922,top20v132,2014
2,1.379034,1.371985,top20v132,2014
3,1.392666,1.281862,top20v132,2014
4,1.447184,1.82624,top20v132,2014
5,1.396373,1.529093,top20v132,2014
6,1.492474,1.440189,top20v132,2014
7,1.280782,1.466986,top20v132,2014
8,1.264383,1.218771,top20v132,2014
9,1.638579,1.562313,top20v132,2014
10,1.300521,1.264225,top20v132,2014
11,1.396265,1.378417,top20v132,2014
12,1.74923,1.721806,top20v132,2014
13,1.304637,1.208903,top20v132,2014
14,1.476679,1.288709,top20v132,2014
15,1.296356,1.268791,top20v132,2014
16,1.388072,1.330244,top20v132,2014
17,1.501409,1.485535,top20v132,2014
18,1.357573,1.318974,top20v132,2014
19,1.33455,1.268442,top20v132,2014
0,1.585193,1.592345,top20v211,2014
1,1.595348,1.562241,top20v211,2014
2,1.566182,1.670824,top20v211,2014
3,1.778694,1.759364,top20v211,2014
4,1.418308,1.521505,top20v211,2014
5,2.082436,1.840483,top20v211,2014
6,2.259192,2.203216,top20v211,2014
7,1.475354,1.551689,top20v211,2014
8,1.421649,1.573664,top20v211,2014
9,1.625163,1.571399,top20v211,2014
10,1.910816,1.670817,top20v211,2014
11,1.784207,1.744784,top20v211,2014
12,1.687442,1.594998,top20v211,2014
13,1.979901,1.578034,top20v211,2014
14,2.024103,1.663081,top20v211,2014
15,1.495123,1.422843,top20v211,2014
16,1.631896,1.475333,top20v211,2014
17,1.50966,1.427521,top20v211,2014
18,1.708116,1.702275,top20v211,2014
19,1.974388,1.907379,top20v211,2014
0,1.958346,1.862522,top20v212,2014
1,1.858405,1.867453,top20v212,2014
2,1.820476,2.107065,top20v212,2014
3,2.234399,2.140493,top20v212,2014
4,1.662739,1.805969,top20v212,2014
5,2.628247,2.154491,top20v212,2014
6,2.687772,2.607879,top20v212,2014
7,1.702292,1.928262,top20v212,2014
8,1.722228,1.861516,top20v212,2014
9,1.901132,1.798578,top20v212,2014
10,2.35318,1.990137,top20v212,2014
11,1.885525,1.821235,top20v212,2014
12,1.979746,1.879073,top20v212,2014
13,2.380748,1.994041,top20v212,2014
14,2.553641,1.98485,top20v212,2014
15,2.102246,2.043838,top20v212,2014
16,1.775455,1.866462,top20v212,2014
17,2.051895,2.03705,top20v212,2014
18,1.944602,1.891419,top20v212,2014
19,2.348221,2.235676,top20v212,2014
0,1.577973,1.608847,top20v221,2014
1,1.560695,1.291565,top20v221,2014
2,1.522561,1.514431,top20v221,2014
3,1.876666,0.496526,top20v221,2014
4,1.344567,1.633297,top20v221,2014
5,2.120173,0.74498,top20v221,2014
6,2.29791,1.595982,top20v221,2014
7,1.448169,1.194114,top20v221,2014
8,1.2913,1.394256,top20v221,2014
9,1.815458,0.437007,top20v221,2014
10,1.904288,1.880969,top20v221,2014
11,1.798905,1.375398,top20v221,2014
12,1.661848,2.320169,top20v221,2014
13,1.653532,2.015191,top20v221,2014
14,1.844948,1.489943,top20v221,2014
15,1.38278,0.874015,top20v221,2014
16,1.588521,1.51288,top20v221,2014
17,1.443303,0.359551,top20v221,2014
18,1.713613,1.647661,top20v221,2014
19,1.809978,1.341152,top20v221,2014
0,1.897388,1.830044,top20v222,2014
1,1.771242,1.798293,top20v222,2014
2,1.784064,2.054129,top20v222,2014
3,2.413913,1.774824,top20v222,2014
4,1.624512,1.764828,top20v222,2014
5,2.623386,2.138763,top20v222,2014
6,2.694079,2.754984,top20v222,2014
7,1.670855,1.855581,top20v222,2014
8,1.721438,1.844709,top20v222,2014
9,2.132502,1.809394,top20v222,2014
10,2.341176,1.994352,top20v222,2014
11,1.921306,1.792991,top20v222,2014
12,1.947759,1.84396,top20v222,2014
13,2.044662,1.955374,top20v222,2014
14,2.343603,1.98971,top20v222,2014
15,2.075512,2.05046,top20v222,2014
16,1.696022,1.735538,top20v222,2014
17,2.015975,1.994527,top20v222,2014
18,1.945316,1.881831,top20v222,2014
19,2.114323,2.027149,top20v222,2014
0,1.814097,1.927596,top20v231,2014
1,1.564447,1.894041,top20v231,2014
2,1.88035,2.000161,top20v231,2014
3,1.96682,1.914605,top20v231,2014
4,1.532044,1.840813,top20v231,2014
5,1.880724,2.111585,top20v231,2014
6,2.268734,2.219738,top20v231,2014
7,1.804997,1.699618,top20v231,2014
8,1.587358,1.749012,top20v231,2014
9,2.07102,2.049818,top20v231,2014
10,2.084576,1.942913,top20v231,2014
11,1.854975,1.882812,top20v231,2014
12,2.063638,1.946281,top20v231,2014
13,1.621156,1.843795,top20v231,2014
14,2.251873,1.967128,top20v231,2014
15,1.598124,1.611332,top20v231,2014
16,2.10231,1.873374,top20v231,2014
17,1.476994,1.500253,top20v231,2014
18,1.882738,1.913826,top20v231,2014
19,2.024413,1.91607,top20v231,2014
0,1.851926,1.384726,top20v232,2014
1,1.246536,1.314067,top20v232,2014
2,1.373796,1.349251,top20v232,2014
3,1.37986,1.274133,top20v232,2014
4,1.446597,1.809713,top20v232,2014
5,1.353838,1.526435,top20v232,2014
6,1.479542,1.414532,top20v232,2014
7,1.267462,1.470891,top20v232,2014
8,1.258825,1.211797,top20v232,2014
9,1.627715,1.544884,top20v232,2014
10,1.299009,1.272213,top20v232,2014
11,1.389041,1.382003,top20v232,2014
12,1.750215,1.717073,top20v232,2014
13,1.304848,1.210884,top20v232,2014
14,1.467663,1.305017,top20v232,2014
15,1.302006,1.276793,top20v232,2014
16,1.385674,1.315056,top20v232,2014
17,1.565572,1.532937,top20v232,2014
18,1.33329,1.315618,top20v232,2014
19,1.3225,1.278117,top20v232,2014
0,1.485796,1.011243,top10v111,2015
1,1.230275,1.083551,top10v111,2015
2,1.354153,1.199113,top10v111,2015
3,1.219851,1.084258,top10v111,2015
4,1.407317,1.248632,top10v111,2015
5,1.309341,1.201471,top10v111,2015
6,0.462089,1.316383,top10v111,2015
7,1.270569,1.750866,top10v111,2015
8,1.376744,1.157886,top10v111,2015
9,0.949397,1.184295,top10v111,2015
0,1.846597,1.398866,top10v112,2015
1,1.071485,1.398866,top10v112,2015
2,1.618221,0.958605,top10v112,2015
3,1.157622,1.234102,top10v112,2015
4,1.071485,0.958605,top10v112,2015
5,1.668683,1.364954,top10v112,2015
6,1.718092,1.341713,top10v112,2015
7,1.445149,1.862072,top10v112,2015
8,1.460463,1.364954,top10v112,2015
9,1.317213,1.109317,top10v112,2015
0,1.588111,0.415784,top10v121,2015
1,1.12835,0.485557,top10v121,2015
2,1.474284,1.165275,top10v121,2015
3,1.219851,1.190027,top10v121,2015
4,1.407317,1.392036,top10v121,2015
5,1.104536,0.913908,top10v121,2015
6,0.462089,1.360808,top10v121,2015
7,1.429288,1.772348,top10v121,2015
8,1.372299,0.451448,top10v121,2015
9,0.949397,1.079132,top10v121,2015
0,1.846597,0.984447,top10v122,2015
1,1.130261,0.984447,top10v122,2015
2,1.40281,1.029143,top10v122,2015
3,1.157622,0.935796,top10v122,2015
4,1.130261,0.935796,top10v122,2015
5,1.724076,1.205336,top10v122,2015
6,1.779058,1.639334,top10v122,2015
7,1.358561,1.94821,top10v122,2015
8,1.358561,1.470714,top10v122,2015
9,1.312627,1.093644,top10v122,2015
0,1.878223,0.62361,top10v131,2015
1,1.446737,0.62361,top10v131,2015
2,1.762165,1.761199,top10v131,2015
3,2.04044,1.771063,top10v131,2015
4,2.003469,2.063716,top10v131,2015
5,2.000369,1.631443,top10v131,2015
6,0.527046,1.581139,top10v131,2015
7,1.414214,1.929654,top10v131,2015
8,1.520159,0.527046,top10v131,2015
9,1.642703,1.448403,top10v131,2015
0,1.22899,1.198958,top10v132,2015
1,1.608355,1.256925,top10v132,2015
2,0.914771,1.198958,top10v132,2015
3,1.159202,0.740683,top10v132,2015
4,1.394433,0.740683,top10v132,2015
5,1.891134,1.076904,top10v132,2015
6,1.764818,1.855921,top10v132,2015
7,1.324187,1.210487,top10v132,2015
8,1.704773,1.707825,top10v132,2015
9,0.914771,1.210487,top10v132,2015
0,1.547104,1.091076,top10v211,2015
1,1.257828,1.183096,top10v211,2015
2,1.359773,1.202744,top10v211,2015
3,1.380911,1.242704,top10v211,2015
4,1.375437,1.272747,top10v211,2015
5,1.370029,1.194077,top10v211,2015
6,0.685808,1.362945,top10v211,2015
7,1.360407,1.727477,top10v211,2015
8,1.42701,1.170763,top10v211,2015
9,1.028423,1.162337,top10v211,2015
0,1.847215,1.418171,top10v212,2015
1,1.060658,1.418171,top10v212,2015
2,1.617509,0.936599,top10v212,2015
3,1.145512,1.257999,top10v212,2015
4,1.060658,0.936599,top10v212,2015
5,1.706318,1.358578,top10v212,2015
6,1.726391,1.351943,top10v212,2015
7,1.437135,1.855057,top10v212,2015
8,1.49478,1.358578,top10v212,2015
9,1.379349,1.11958,top10v212,2015
0,1.634865,0.421473,top10v221,2015
1,1.204616,0.495642,top10v221,2015
2,1.509547,1.209898,top10v221,2015
3,1.380911,1.315354,top10v221,2015
4,1.375437,1.414889,top10v221,2015
5,1.215287,1.033302,top10v221,2015
6,0.685808,1.276109,top10v221,2015
7,1.571242,1.745907,top10v221,2015
8,1.430099,0.653222,top10v221,2015
9,1.028423,1.194779,top10v221,2015
0,1.847215,0.980918,top10v222,2015
1,1.08058,0.980918,top10v222,2015
2,1.400452,1.021123,top10v222,2015
3,1.145512,0.964595,top10v222,2015
4,1.08058,0.964595,top10v222,2015
5,1.806402,1.22058,top10v222,2015
6,1.766478,1.651264,top10v222,2015
7,1.328222,1.960898,top10v222,2015
8,1.328222,1.446655,top10v222,2015
9,1.342277,1.076926,top10v222,2015
0,1.870829,0.62361,top10v231,2015
1,1.402942,0.62361,top10v231,2015
2,1.773975,1.761199,top10v231,2015
3,2.04044,1.771063,top10v231,2015
4,1.996075,2.063716,top10v231,2015
5,1.974604,1.631443,top10v231,2015
6,0.527046,1.581139,top10v231,2015
7,1.505042,1.929654,top10v231,2015
8,1.505042,0.527046,top10v231,2015
9,1.664116,1.448403,top10v231,2015
0,1.176668,1.145644,top10v232,2015
1,1.586346,1.25658,top10v232,2015
2,0.947859,1.145644,top10v232,2015
3,1.155828,0.759203,top10v232,2015
4,1.364225,0.759203,top10v232,2015
5,1.86339,0.968246,top10v232,2015
6,1.740301,1.883776,top10v232,2015
7,1.283915,1.187317,top10v232,2015
8,1.688143,1.64781,top10v232,2015
9,0.947859,1.187317,top10v232,2015
0,1.759695,1.585235,top20v111,2015
1,1.469272,1.556937,top20v111,2015
2,1.717267,1.466379,top20v111,2015
3,1.740994,1.562944,top20v111,2015
4,1.667044,1.65331,top20v111,2015
5,1.790923,1.549699,top20v111,2015
6,1.569683,1.674772,top20v111,2015
7,1.572199,2.084016,top20v111,2015
8,1.606412,1.455003,top20v111,2015
9,1.556205,1.576006,top20v111,2015
10,1.531567,1.538083,top20v111,2015
11,2.015738,2.003681,top20v111,2015
12,2.224288,2.248894,top20v111,2015
13,1.885927,1.871938,top20v111,2015
14,1.895584,1.793048,top20v111,2015
15,2.046844,1.494474,top20v111,2015
16,1.487834,1.522541,top20v111,2015
17,1.649601,1.600964,top20v111,2015
18,1.50069,1.531067,top20v111,2015
19,1.707414,1.668119,top20v111,2015
0,2.210944,2.090257,top20v112,2015
1,1.678683,1.908232,top20v112,2015
2,2.059998,1.608264,top20v112,2015
3,2.01854,1.955614,top20v112,2015
4,1.715356,1.630082,top20v112,2015
5,2.322722,1.922317,top20v112,2015
6,2.105954,1.798867,top20v112,2015
7,1.907767,2.45481,top20v112,2015
8,1.91908,1.868233,top20v112,2015
9,1.739012,1.775227,top20v112,2015
10,1.804458,1.747226,top20v112,2015
11,2.377888,2.327873,top20v112,2015
12,2.740019,2.767972,top20v112,2015
13,2.503081,2.541424,top20v112,2015
14,2.442885,2.320353,top20v112,2015
15,2.366383,1.72981,top20v112,2015
16,1.696799,1.912322,top20v112,2015
17,1.874433,1.835305,top20v112,2015
18,1.767912,1.862166,top20v112,2015
19,1.995877,1.920799,top20v112,2015
0,1.796286,1.569188,top20v121,2015
1,1.473031,1.596306,top20v121,2015
2,1.706656,1.57226,top20v121,2015
3,1.780698,1.617722,top20v121,2015
4,1.68603,1.682785,top20v121,2015
5,1.780286,1.522983,top20v121,2015
6,1.563246,1.697471,top20v121,2015
7,1.68495,2.117901,top20v121,2015
8,1.712101,1.563891,top20v121,2015
9,1.5619,1.566968,top20v121,2015
10,1.484167,1.53188,top20v121,2015
11,2.024931,1.998675,top20v121,2015
12,2.217638,2.24334,top20v121,2015
13,2.046016,2.072038,top20v121,2015
14,1.893499,1.787645,top20v121,2015
15,2.080167,1.525106,top20v121,2015
16,1.489691,1.55213,top20v121,2015
17,1.634457,1.625548,top20v121,2015
18,1.493326,1.525233,top20v121,2015
19,1.752188,1.727603,top20v121,2015
0,2.28121,2.087606,top20v122,2015
1,1.713548,1.994643,top20v122,2015
2,2.115088,1.62988,top20v122,2015
3,2.058324,1.760941,top20v122,2015
4,1.757176,1.656038,top20v122,2015
5,2.351528,1.786524,top20v122,2015
6,2.160279,2.016449,top20v122,2015
7,2.095127,2.498348,top20v122,2015
8,1.956908,2.093797,top20v122,2015
9,1.737817,1.75068,top20v122,2015
10,1.815341,1.702152,top20v122,2015
11,2.372328,2.341822,top20v122,2015
12,2.689159,2.711984,top20v122,2015
13,2.663917,2.711032,top20v122,2015
14,2.473463,2.294949,top20v122,2015
15,2.392094,1.787718,top20v122,2015
16,1.722723,1.922386,top20v122,2015
17,1.848209,1.853796,top20v122,2015
18,1.729236,1.815981,top20v122,2015
19,2.051233,1.965801,top20v122,2015
0,2.278272,1.716264,top20v131,2015
1,1.753977,1.790728,top20v131,2015
2,1.793121,1.917231,top20v131,2015
3,2.357053,2.099834,top20v131,2015
4,2.309633,2.267485,top20v131,2015
5,2.204986,1.815474,top20v131,2015
6,1.767266,1.78381,top20v131,2015
7,1.818486,2.266768,top20v131,2015
8,1.836463,1.880587,top20v131,2015
9,2.147727,2.137328,top20v131,2015
10,1.642153,1.717417,top20v131,2015
11,2.096691,2.081425,top20v131,2015
12,2.396817,2.465267,top20v131,2015
13,2.161796,2.165271,top20v131,2015
14,1.954042,1.939238,top20v131,2015
15,1.745657,2.078365,top20v131,2015
16,1.795112,1.683403,top20v131,2015
17,1.634775,1.923801,top20v131,2015
18,1.664192,1.860065,top20v131,2015
19,1.790619,1.749905,top20v131,2015
0,1.556214,1.518022,top20v132,2015
1,1.738045,1.627782,top20v132,2015
2,1.347759,1.393795,top20v132,2015
3,1.465022,1.472509,top20v132,2015
4,1.645458,1.544451,top20v132,2015
5,1.961064,1.55963,top20v132,2015
6,1.967485,2.087452,top20v132,2015
7,1.44716,1.505089,top20v132,2015
8,1.869509,1.918827,top20v132,2015
9,1.529925,1.508401,top20v132,2015
10,1.701747,1.659887,top20v132,2015
11,1.544052,1.556171,top20v132,2015
12,1.434676,1.471593,top20v132,2015
13,1.50655,1.47984,top20v132,2015
14,1.486167,1.413642,top20v132,2015
15,1.39748,1.398499,top20v132,2015
16,1.328892,1.575047,top20v132,2015
17,1.351804,1.373908,top20v132,2015
18,1.726946,1.326137,top20v132,2015
19,1.449761,1.436759,top20v132,2015
0,1.816376,1.672093,top20v211,2015
1,1.534318,1.666571,top20v211,2015
2,1.755616,1.508561,top20v211,2015
3,1.808871,1.62026,top20v211,2015
4,1.715275,1.687717,top20v211,2015
5,1.857113,1.592251,top20v211,2015
6,1.629999,1.706734,top20v211,2015
7,1.65988,2.116587,top20v211,2015
8,1.65208,1.490474,top20v211,2015
9,1.595812,1.607418,top20v211,2015
10,1.58259,1.59555,top20v211,2015
11,2.061632,2.056549,top20v211,2015
12,2.261455,2.289594,top20v211,2015
13,1.94885,1.945552,top20v211,2015
14,1.96687,1.868327,top20v211,2015
15,2.092627,1.518676,top20v211,2015
16,1.519242,1.530471,top20v211,2015
17,1.695045,1.622876,top20v211,2015
18,1.559532,1.603617,top20v211,2015
19,1.750995,1.683927,top20v211,2015
0,2.202895,2.106902,top20v212,2015
1,1.698758,1.931356,top20v212,2015
2,2.062575,1.61498,top20v212,2015
3,2.03138,1.961288,top20v212,2015
4,1.734242,1.636249,top20v212,2015
5,2.334179,1.925477,top20v212,2015
6,2.109822,1.809906,top20v212,2015
7,1.918765,2.460401,top20v212,2015
8,1.919723,1.870735,top20v212,2015
9,1.751382,1.792372,top20v212,2015
10,1.814543,1.759428,top20v212,2015
11,2.390793,2.339706,top20v212,2015
12,2.746692,2.78,top20v212,2015
13,2.518688,2.56767,top20v212,2015
14,2.450664,2.328185,top20v212,2015
15,2.373435,1.731807,top20v212,2015
16,1.711152,1.936309,top20v212,2015
17,1.882151,1.838507,top20v212,2015
18,1.777384,1.882222,top20v212,2015
19,2.006938,1.922544,top20v212,2015
0,1.849018,1.659312,top20v221,2015
1,1.526433,0.421473,top20v221,2015
2,1.770022,1.681453,top20v221,2015
3,1.855698,0.495642,top20v221,2015
4,1.731379,1.610237,top20v221,2015
5,1.858704,1.188323,top20v221,2015
6,1.625654,1.680582,top20v221,2015
7,1.768401,1.062457,top20v221,2015
8,1.764472,1.706669,top20v221,2015
9,1.604078,0.888932,top20v221,2015
10,1.544804,1.593059,top20v221,2015
11,2.074864,0.781942,top20v221,2015
12,2.255854,1.724329,top20v221,2015
13,2.109678,1.168945,top20v221,2015
14,1.96209,2.147153,top20v221,2015
15,2.128475,1.745907,top20v221,2015
16,1.530164,1.614559,top20v221,2015
17,1.681794,0.653222,top20v221,2015
18,1.552793,1.601471,top20v221,2015
19,1.791428,1.047224,top20v221,2015
0,2.271074,2.104727,top20v222,2015
1,1.719195,2.012908,top20v222,2015
2,2.124967,1.635844,top20v222,2015
3,2.071956,1.767831,top20v222,2015
