index,CPSI,version,year,type
2,1.067608,top10v111,2014,verse
3,1.558475,top10v111,2014,verse
4,0.839436,top10v111,2014,verse
5,1.593023,top10v111,2014,verse
6,1.593023,top10v111,2014,verse
7,0.93029,top10v111,2014,verse
8,0.761751,top10v111,2014,verse
9,1.206966,top10v111,2014,verse
0,1.146743,top10v112,2014,verse
1,1.021562,top10v112,2014,verse
2,1.078451,top10v112,2014,verse
3,1.853404,top10v112,2014,verse
4,0.922548,top10v112,2014,verse
5,2.128179,top10v112,2014,verse
6,2.364783,top10v112,2014,verse
7,1.032466,top10v112,2014,verse
8,0.922548,top10v112,2014,verse
9,1.170474,top10v112,2014,verse
0,0.935679,top10v121,2014,verse
1,0.776351,top10v121,2014,verse
2,0.86969,top10v121,2014,verse
3,1.637691,top10v121,2014,verse
4,0.489458,top10v121,2014,verse
5,1.733943,top10v121,2014,verse
6,1.733943,top10v121,2014,verse
7,0.831475,top10v121,2014,verse
8,0.419559,top10v121,2014,verse
9,1.659105,top10v121,2014,verse
0,1.146743,top10v122,2014,verse
1,0.727063,top10v122,2014,verse
2,1.123228,top10v122,2014,verse
3,1.95934,top10v122,2014,verse
4,0.727063,top10v122,2014,verse
5,2.322538,top10v122,2014,verse
6,2.35492,top10v122,2014,verse
7,1.037194,top10v122,2014,verse
8,1.118324,top10v122,2014,verse
9,1.792354,top10v122,2014,verse
0,1.190222,top10v131,2014,verse
1,1.196923,top10v131,2014,verse
2,1.322706,top10v131,2014,verse
3,1.802776,top10v131,2014,verse
4,0.527046,top10v131,2014,verse
5,1.581139,top10v131,2014,verse
6,1.581139,top10v131,2014,verse
7,1.104397,top10v131,2014,verse
8,0.790569,top10v131,2014,verse
9,1.414214,top10v131,2014,verse
0,1.483708,top10v132,2014,verse
1,0.903312,top10v132,2014,verse
2,1.0425,top10v132,2014,verse
3,1.119586,top10v132,2014,verse
4,1.0425,top10v132,2014,verse
5,0.971825,top10v132,2014,verse
6,0.971825,top10v132,2014,verse
7,0.970037,top10v132,2014,verse
8,0.903312,top10v132,2014,verse
9,1.305703,top10v132,2014,verse
0,1.070335,top10v211,2014,verse
1,0.944199,top10v211,2014,verse
2,1.095314,top10v211,2014,verse
3,1.580345,top10v211,2014,verse
4,0.90418,top10v211,2014,verse
5,1.556641,top10v211,2014,verse
6,1.634506,top10v211,2014,verse
7,1.065097,top10v211,2014,verse
8,0.762863,top10v211,2014,verse
9,1.246423,top10v211,2014,verse
0,1.155301,top10v212,2014,verse
1,1.040308,top10v212,2014,verse
2,1.06476,top10v212,2014,verse
3,1.863986,top10v212,2014,verse
4,0.984475,top10v212,2014,verse
5,2.120305,top10v212,2014,verse
6,2.375411,top10v212,2014,verse
7,1.061655,top10v212,2014,verse
8,0.984475,top10v212,2014,verse
9,1.181485,top10v212,2014,verse
0,1.067294,top10v221,2014,verse
1,0.832755,top10v221,2014,verse
2,0.876348,top10v221,2014,verse
3,1.699859,top10v221,2014,verse
4,0.55181,top10v221,2014,verse
5,1.723917,top10v221,2014,verse
6,1.765947,top10v221,2014,verse
7,0.97486,top10v221,2014,verse
8,0.448796,top10v221,2014,verse
9,1.683395,top10v221,2014,verse
0,1.155301,top10v222,2014,verse
1,0.712622,top10v222,2014,verse
2,1.089326,top10v222,2014,verse
3,1.960679,top10v222,2014,verse
4,0.712622,top10v222,2014,verse
5,2.323856,top10v222,2014,verse
6,2.365447,top10v222,2014,verse
7,1.034757,top10v222,2014,verse
8,1.155664,top10v222,2014,verse
9,1.848656,top10v222,2014,verse
0,1.104397,top10v231,2014,verse
1,1.196923,top10v231,2014,verse
2,1.356854,top10v231,2014,verse
3,1.837117,top10v231,2014,verse
4,0.527046,top10v231,2014,verse
5,1.658312,top10v231,2014,verse
6,1.695182,top10v231,2014,verse
7,1.272301,top10v231,2014,verse
8,0.790569,top10v231,2014,verse
9,1.494746,top10v231,2014,verse
0,1.44638,top10v232,2014,verse
1,0.867528,top10v232,2014,verse
2,1.018492,top10v232,2014,verse
3,1.058612,top10v232,2014,verse
4,1.018492,top10v232,2014,verse
5,0.849837,top10v232,2014,verse
6,0.849837,top10v232,2014,verse
7,0.982044,top10v232,2014,verse
8,0.867528,top10v232,2014,verse
9,1.312335,top10v232,2014,verse
0,1.529369,top20v111,2014,verse
1,1.53892,top20v111,2014,verse
2,1.546881,top20v111,2014,verse
3,1.714535,top20v111,2014,verse
4,1.3313,top20v111,2014,verse
5,2.066906,top20v111,2014,verse
6,2.202924,top20v111,2014,verse
7,1.420295,top20v111,2014,verse
8,1.352302,top20v111,2014,verse
9,1.599778,top20v111,2014,verse
10,1.842221,top20v111,2014,verse
11,1.742973,top20v111,2014,verse
12,1.628873,top20v111,2014,verse
13,1.913493,top20v111,2014,verse
14,1.964853,top20v111,2014,verse
15,1.405292,top20v111,2014,verse
16,1.584325,top20v111,2014,verse
17,1.448585,top20v111,2014,verse
18,1.680961,top20v111,2014,verse
19,1.901825,top20v111,2014,verse
0,1.945204,top20v112,2014,verse
1,1.851904,top20v112,2014,verse
2,1.821711,top20v112,2014,verse
3,2.219695,top20v112,2014,verse
4,1.642937,top20v112,2014,verse
5,2.625578,top20v112,2014,verse
6,2.676627,top20v112,2014,verse
7,1.692387,top20v112,2014,verse
8,1.691488,top20v112,2014,verse
9,1.890048,top20v112,2014,verse
10,2.338549,top20v112,2014,verse
11,1.859339,top20v112,2014,verse
12,1.961218,top20v112,2014,verse
13,2.365746,top20v112,2014,verse
14,2.538518,top20v112,2014,verse
15,2.10746,top20v112,2014,verse
16,1.764261,top20v112,2014,verse
17,2.03026,top20v112,2014,verse
18,1.947689,top20v112,2014,verse
19,2.339328,top20v112,2014,verse
0,1.523691,top20v121,2014,verse
1,1.499244,top20v121,2014,verse
2,1.498394,top20v121,2014,verse
3,1.825233,top20v121,2014,verse
4,1.259656,top20v121,2014,verse
5,2.103955,top20v121,2014,verse
6,2.230503,top20v121,2014,verse
7,1.387428,top20v121,2014,verse
8,1.225921,top20v121,2014,verse
9,1.79704,top20v121,2014,verse
10,1.841184,top20v121,2014,verse
11,1.753317,top20v121,2014,verse
12,1.607774,top20v121,2014,verse
13,1.612065,top20v121,2014,verse
14,1.781817,top20v121,2014,verse
15,1.299868,top20v121,2014,verse
16,1.536981,top20v121,2014,verse
17,1.388804,top20v121,2014,verse
18,1.689382,top20v121,2014,verse
19,1.70041,top20v121,2014,verse
0,1.885557,top20v122,2014,verse
1,1.764637,top20v122,2014,verse
2,1.787832,top20v122,2014,verse
3,2.404653,top20v122,2014,verse
4,1.610636,top20v122,2014,verse
5,2.61887,top20v122,2014,verse
6,2.678871,top20v122,2014,verse
7,1.661789,top20v122,2014,verse
8,1.686308,top20v122,2014,verse
9,2.103729,top20v122,2014,verse
10,2.326968,top20v122,2014,verse
11,1.890841,top20v122,2014,verse
12,1.927096,top20v122,2014,verse
13,2.032998,top20v122,2014,verse
14,2.32688,top20v122,2014,verse
15,2.08176,top20v122,2014,verse
16,1.685999,top20v122,2014,verse
17,1.993711,top20v122,2014,verse
18,1.948867,top20v122,2014,verse
19,2.091901,top20v122,2014,verse
0,1.808337,top20v131,2014,verse
1,1.553751,top20v131,2014,verse
2,1.83063,top20v131,2014,verse
3,1.959288,top20v131,2014,verse
4,1.50977,top20v131,2014,verse
5,1.851172,top20v131,2014,verse
6,2.225354,top20v131,2014,verse
7,1.764171,top20v131,2014,verse
8,1.565083,top20v131,2014,verse
9,2.05351,top20v131,2014,verse
10,2.072849,top20v131,2014,verse
11,1.766341,top20v131,2014,verse
12,2.052387,top20v131,2014,verse
13,1.617542,top20v131,2014,verse
14,2.224474,top20v131,2014,verse
15,1.57585,top20v131,2014,verse
16,2.092524,top20v131,2014,verse
17,1.458839,top20v131,2014,verse
18,1.842526,top20v131,2014,verse
19,2.0157,top20v131,2014,verse
0,1.861561,top20v132,2014,verse
1,1.240406,top20v132,2014,verse
2,1.379034,top20v132,2014,verse
3,1.392666,top20v132,2014,verse
4,1.447184,top20v132,2014,verse
5,1.396373,top20v132,2014,verse
6,1.492474,top20v132,2014,verse
7,1.280782,top20v132,2014,verse
8,1.264383,top20v132,2014,verse
9,1.638579,top20v132,2014,verse
10,1.300521,top20v132,2014,verse
11,1.396265,top20v132,2014,verse
12,1.74923,top20v132,2014,verse
13,1.304637,top20v132,2014,verse
14,1.476679,top20v132,2014,verse
15,1.296356,top20v132,2014,verse
16,1.388072,top20v132,2014,verse
17,1.501409,top20v132,2014,verse
18,1.357573,top20v132,2014,verse
19,1.33455,top20v132,2014,verse
0,1.585193,top20v211,2014,verse
1,1.595348,top20v211,2014,verse
2,1.566182,top20v211,2014,verse
3,1.778694,top20v211,2014,verse
4,1.418308,top20v211,2014,verse
5,2.082436,top20v211,2014,verse
6,2.259192,top20v211,2014,verse
7,1.475354,top20v211,2014,verse
8,1.421649,top20v211,2014,verse
9,1.625163,top20v211,2014,verse
10,1.910816,top20v211,2014,verse
11,1.784207,top20v211,2014,verse
12,1.687442,top20v211,2014,verse
13,1.979901,top20v211,2014,verse
14,2.024103,top20v211,2014,verse
15,1.495123,top20v211,2014,verse
16,1.631896,top20v211,2014,verse
17,1.50966,top20v211,2014,verse
18,1.708116,top20v211,2014,verse
19,1.974388,top20v211,2014,verse
0,1.958346,top20v212,2014,verse
1,1.858405,top20v212,2014,verse
2,1.820476,top20v212,2014,verse
3,2.234399,top20v212,2014,verse
4,1.662739,top20v212,2014,verse
5,2.628247,top20v212,2014,verse
6,2.687772,top20v212,2014,verse
7,1.702292,top20v212,2014,verse
8,1.722228,top20v212,2014,verse
9,1.901132,top20v212,2014,verse
10,2.35318,top20v212,2014,verse
11,1.885525,top20v212,2014,verse
12,1.979746,top20v212,2014,verse
13,2.380748,top20v212,2014,verse
14,2.553641,top20v212,2014,verse
15,2.102246,top20v212,2014,verse
16,1.775455,top20v212,2014,verse
17,2.051895,top20v212,2014,verse
18,1.944602,top20v212,2014,verse
19,2.348221,top20v212,2014,verse
0,1.577973,top20v221,2014,verse
1,1.560695,top20v221,2014,verse
2,1.522561,top20v221,2014,verse
3,1.876666,top20v221,2014,verse
4,1.344567,top20v221,2014,verse
5,2.120173,top20v221,2014,verse
6,2.29791,top20v221,2014,verse
7,1.448169,top20v221,2014,verse
8,1.2913,top20v221,2014,verse
9,1.815458,top20v221,2014,verse
10,1.904288,top20v221,2014,verse
11,1.798905,top20v221,2014,verse
12,1.661848,top20v221,2014,verse
13,1.653532,top20v221,2014,verse
14,1.844948,top20v221,2014,verse
15,1.38278,top20v221,2014,verse
16,1.588521,top20v221,2014,verse
17,1.443303,top20v221,2014,verse
18,1.713613,top20v221,2014,verse
19,1.809978,top20v221,2014,verse
0,1.897388,top20v222,2014,verse
1,1.771242,top20v222,2014,verse
2,1.784064,top20v222,2014,verse
3,2.413913,top20v222,2014,verse
4,1.624512,top20v222,2014,verse
5,2.623386,top20v222,2014,verse
6,2.694079,top20v222,2014,verse
7,1.670855,top20v222,2014,verse
8,1.721438,top20v222,2014,verse
9,2.132502,top20v222,2014,verse
10,2.341176,top20v222,2014,verse
11,1.921306,top20v222,2014,verse
12,1.947759,top20v222,2014,verse
13,2.044662,top20v222,2014,verse
14,2.343603,top20v222,2014,verse
15,2.075512,top20v222,2014,verse
16,1.696022,top20v222,2014,verse
17,2.015975,top20v222,2014,verse
18,1.945316,top20v222,2014,verse
19,2.114323,top20v222,2014,verse
0,1.814097,top20v231,2014,verse
1,1.564447,top20v231,2014,verse
2,1.88035,top20v231,2014,verse
3,1.96682,top20v231,2014,verse
4,1.532044,top20v231,2014,verse
5,1.880724,top20v231,2014,verse
6,2.268734,top20v231,2014,verse
7,1.804997,top20v231,2014,verse
8,1.587358,top20v231,2014,verse
9,2.07102,top20v231,2014,verse
10,2.084576,top20v231,2014,verse
11,1.854975,top20v231,2014,verse
12,2.063638,top20v231,2014,verse
13,1.621156,top20v231,2014,verse
14,2.251873,top20v231,2014,verse
15,1.598124,top20v231,2014,verse
16,2.10231,top20v231,2014,verse
17,1.476994,top20v231,2014,verse
18,1.882738,top20v231,2014,verse
19,2.024413,top20v231,2014,verse
0,1.851926,top20v232,2014,verse
1,1.246536,top20v232,2014,verse
2,1.373796,top20v232,2014,verse
3,1.37986,top20v232,2014,verse
4,1.446597,top20v232,2014,verse
5,1.353838,top20v232,2014,verse
6,1.479542,top20v232,2014,verse
7,1.267462,top20v232,2014,verse
8,1.258825,top20v232,2014,verse
9,1.627715,top20v232,2014,verse
10,1.299009,top20v232,2014,verse
11,1.389041,top20v232,2014,verse
12,1.750215,top20v232,2014,verse
13,1.304848,top20v232,2014,verse
14,1.467663,top20v232,2014,verse
15,1.302006,top20v232,2014,verse
16,1.385674,top20v232,2014,verse
17,1.565572,top20v232,2014,verse
18,1.33329,top20v232,2014,verse
19,1.3225,top20v232,2014,verse
0,0.973323,top10v111,2014,chorus
1,1.058824,top10v111,2014,chorus
2,1.179124,top10v111,2014,chorus
3,1.292227,top10v111,2014,chorus
4,0.945298,top10v111,2014,chorus
5,1.50861,top10v111,2014,chorus
6,1.834989,top10v111,2014,chorus
7,1.141808,top10v111,2014,chorus
8,1.024711,top10v111,2014,chorus
9,0.973323,top10v111,2014,chorus
0,1.091988,top10v112,2014,chorus
1,1.472052,top10v112,2014,chorus
2,1.617019,top10v112,2014,chorus
3,1.809308,top10v112,2014,chorus
4,1.370773,top10v112,2014,chorus
5,1.501063,top10v112,2014,chorus
6,2.140536,top10v112,2014,chorus
7,1.472052,top10v112,2014,chorus
8,1.421047,top10v112,2014,chorus
9,1.091988,top10v112,2014,chorus
0,1.318734,top10v121,2014,chorus
1,0.899417,top10v121,2014,chorus
2,1.030143,top10v121,2014,chorus
3,1.211004,top10v121,2014,chorus
4,0.493551,top10v121,2014,chorus
5,1.52458,top10v121,2014,chorus
6,1.917385,top10v121,2014,chorus
7,0.961125,top10v121,2014,chorus
8,0.610997,top10v121,2014,chorus
9,1.318734,top10v121,2014,chorus
0,1.279031,top10v122,2014,chorus
1,1.101134,top10v122,2014,chorus
2,1.505586,top10v122,2014,chorus
3,1.101134,top10v122,2014,chorus
4,1.363443,top10v122,2014,chorus
5,1.511753,top10v122,2014,chorus
6,2.354771,top10v122,2014,chorus
7,1.358267,top10v122,2014,chorus
8,1.378087,top10v122,2014,chorus
9,1.279031,top10v122,2014,chorus
0,1.374369,top10v131,2014,chorus
1,0.866025,top10v131,2014,chorus
2,1.785489,top10v131,2014,chorus
3,1.751911,top10v131,2014,chorus
4,0.730224,top10v131,2014,chorus
5,1.691957,top10v131,2014,chorus
6,1.118034,top10v131,2014,chorus
7,1.5,top10v131,2014,chorus
8,0.90072,top10v131,2014,chorus
9,0.0,top10v131,2014,chorus
0,1.226162,top10v132,2014,chorus
1,0.909059,top10v132,2014,chorus
2,1.259685,top10v132,2014,chorus
3,1.148671,top10v132,2014,chorus
4,1.610512,top10v132,2014,chorus
5,1.20185,top10v132,2014,chorus
6,0.833333,top10v132,2014,chorus
7,1.174084,top10v132,2014,chorus
8,0.909059,top10v132,2014,chorus
9,0.833333,top10v132,2014,chorus
0,1.068061,top10v211,2014,chorus
1,1.098041,top10v211,2014,chorus
2,1.251861,top10v211,2014,chorus
3,1.320963,top10v211,2014,chorus
4,0.968573,top10v211,2014,chorus
5,1.539628,top10v211,2014,chorus
6,1.914268,top10v211,2014,chorus
7,1.077408,top10v211,2014,chorus
8,1.068636,top10v211,2014,chorus
9,1.068061,top10v211,2014,chorus
0,1.12381,top10v212,2014,chorus
1,1.472502,top10v212,2014,chorus
2,1.606244,top10v212,2014,chorus
3,1.812595,top10v212,2014,chorus
4,1.359073,top10v212,2014,chorus
5,1.487317,top10v212,2014,chorus
6,2.147808,top10v212,2014,chorus
7,1.472502,top10v212,2014,chorus
8,1.443677,top10v212,2014,chorus
9,1.12381,top10v212,2014,chorus
0,1.375692,top10v221,2014,chorus
1,0.94822,top10v221,2014,chorus
2,1.114684,top10v221,2014,chorus
3,1.194114,top10v221,2014,chorus
4,0.58796,top10v221,2014,chorus
5,1.607309,top10v221,2014,chorus
6,2.015191,top10v221,2014,chorus
7,0.970185,top10v221,2014,chorus
8,0.775216,top10v221,2014,chorus
9,1.375692,top10v221,2014,chorus
0,1.300505,top10v222,2014,chorus
1,1.092478,top10v222,2014,chorus
2,1.494008,top10v222,2014,chorus
3,1.092478,top10v222,2014,chorus
4,1.346225,top10v222,2014,chorus
5,1.528975,top10v222,2014,chorus
6,2.362328,top10v222,2014,chorus
7,1.364249,top10v222,2014,chorus
8,1.400221,top10v222,2014,chorus
9,1.300505,top10v222,2014,chorus
0,1.513825,top10v231,2014,chorus
1,1.06066,top10v231,2014,chorus
2,1.699673,top10v231,2014,chorus
3,1.749102,top10v231,2014,chorus
4,0.586302,top10v231,2014,chorus
5,1.77482,top10v231,2014,chorus
6,1.3087,top10v231,2014,chorus
7,1.579156,top10v231,2014,chorus
8,1.086426,top10v231,2014,chorus
9,0.353553,top10v231,2014,chorus
0,1.222972,top10v232,2014,chorus
1,0.901388,top10v232,2014,chorus
2,1.222972,top10v232,2014,chorus
3,1.073675,top10v232,2014,chorus
4,1.577566,top10v232,2014,chorus
5,1.105542,top10v232,2014,chorus
6,0.986013,top10v232,2014,chorus
7,1.197146,top10v232,2014,chorus
8,0.901388,top10v232,2014,chorus
9,0.986013,top10v232,2014,chorus
0,1.556475,top20v111,2014,chorus
1,1.530926,top20v111,2014,chorus
2,1.604715,top20v111,2014,chorus
3,1.717174,top20v111,2014,chorus
4,1.47454,top20v111,2014,chorus
5,1.786707,top20v111,2014,chorus
6,2.157505,top20v111,2014,chorus
7,1.534766,top20v111,2014,chorus
8,1.508789,top20v111,2014,chorus
9,1.54802,top20v111,2014,chorus
10,1.600295,top20v111,2014,chorus
11,1.690276,top20v111,2014,chorus
12,1.527651,top20v111,2014,chorus
13,1.504032,top20v111,2014,chorus
14,1.600295,top20v111,2014,chorus
15,1.343774,top20v111,2014,chorus
16,1.394132,top20v111,2014,chorus
17,1.382163,top20v111,2014,chorus
18,1.673271,top20v111,2014,chorus
19,1.830125,top20v111,2014,chorus
0,1.859006,top20v112,2014,chorus
1,1.872076,top20v112,2014,chorus
2,2.093204,top20v112,2014,chorus
3,2.132062,top20v112,2014,chorus
4,1.794849,top20v112,2014,chorus
5,2.151221,top20v112,2014,chorus
6,2.598351,top20v112,2014,chorus
7,1.913652,top20v112,2014,chorus
8,1.855543,top20v112,2014,chorus
9,1.797586,top20v112,2014,chorus
10,1.9723,top20v112,2014,chorus
11,1.795674,top20v112,2014,chorus
12,1.864346,top20v112,2014,chorus
13,1.98114,top20v112,2014,chorus
14,1.9723,top20v112,2014,chorus
15,2.057133,top20v112,2014,chorus
16,1.85259,top20v112,2014,chorus
17,2.015628,top20v112,2014,chorus
18,1.894038,top20v112,2014,chorus
19,2.224295,top20v112,2014,chorus
0,1.569395,top20v121,2014,chorus
1,1.481666,top20v121,2014,chorus
2,1.561812,top20v121,2014,chorus
3,1.577151,top20v121,2014,chorus
4,1.327038,top20v121,2014,chorus
5,1.817847,top20v121,2014,chorus
6,2.265914,top20v121,2014,chorus
7,1.473218,top20v121,2014,chorus
8,1.43871,top20v121,2014,chorus
9,1.617792,top20v121,2014,chorus
10,1.58439,top20v121,2014,chorus
11,1.68869,top20v121,2014,chorus
12,1.480654,top20v121,2014,chorus
13,1.468578,top20v121,2014,chorus
14,1.58439,top20v121,2014,chorus
15,1.283396,top20v121,2014,chorus
16,1.439377,top20v121,2014,chorus
17,1.308361,top20v121,2014,chorus
18,1.681949,top20v121,2014,chorus
19,1.619888,top20v121,2014,chorus
0,1.827116,top20v122,2014,chorus
1,1.808288,top20v122,2014,chorus
2,2.039805,top20v122,2014,chorus
3,1.777263,top20v122,2014,chorus
4,1.757557,top20v122,2014,chorus
5,2.130953,top20v122,2014,chorus
6,2.742126,top20v122,2014,chorus
7,1.840224,top20v122,2014,chorus
8,1.83877,top20v122,2014,chorus
9,1.811607,top20v122,2014,chorus
10,1.976224,top20v122,2014,chorus
11,1.765286,top20v122,2014,chorus
12,1.829566,top20v122,2014,chorus
13,1.944874,top20v122,2014,chorus
14,1.976224,top20v122,2014,chorus
15,2.064921,top20v122,2014,chorus
16,1.729593,top20v122,2014,chorus
17,1.974316,top20v122,2014,chorus
18,1.884428,top20v122,2014,chorus
19,2.003392,top20v122,2014,chorus
0,1.911642,top20v131,2014,chorus
1,1.83013,top20v131,2014,chorus
2,2.013714,top20v131,2014,chorus
3,1.862041,top20v131,2014,chorus
4,1.843757,top20v131,2014,chorus
5,2.073164,top20v131,2014,chorus
6,2.178872,top20v131,2014,chorus
7,1.688979,top20v131,2014,chorus
8,1.726914,top20v131,2014,chorus
9,2.018754,top20v131,2014,chorus
10,1.919512,top20v131,2014,chorus
11,1.790662,top20v131,2014,chorus
12,1.935543,top20v131,2014,chorus
13,1.833209,top20v131,2014,chorus
14,1.919512,top20v131,2014,chorus
15,1.605144,top20v131,2014,chorus
16,1.86817,top20v131,2014,chorus
17,1.481427,top20v131,2014,chorus
18,1.856004,top20v131,2014,chorus
19,1.893809,top20v131,2014,chorus
0,1.371834,top20v132,2014,chorus
1,1.304922,top20v132,2014,chorus
2,1.371985,top20v132,2014,chorus
3,1.281862,top20v132,2014,chorus
4,1.82624,top20v132,2014,chorus
5,1.529093,top20v132,2014,chorus
6,1.440189,top20v132,2014,chorus
7,1.466986,top20v132,2014,chorus
8,1.218771,top20v132,2014,chorus
9,1.562313,top20v132,2014,chorus
10,1.264225,top20v132,2014,chorus
11,1.378417,top20v132,2014,chorus
12,1.721806,top20v132,2014,chorus
13,1.208903,top20v132,2014,chorus
14,1.288709,top20v132,2014,chorus
15,1.268791,top20v132,2014,chorus
16,1.330244,top20v132,2014,chorus
17,1.485535,top20v132,2014,chorus
18,1.318974,top20v132,2014,chorus
19,1.268442,top20v132,2014,chorus
0,1.592345,top20v211,2014,chorus
1,1.562241,top20v211,2014,chorus
2,1.670824,top20v211,2014,chorus
3,1.759364,top20v211,2014,chorus
4,1.521505,top20v211,2014,chorus
5,1.840483,top20v211,2014,chorus
6,2.203216,top20v211,2014,chorus
7,1.551689,top20v211,2014,chorus
8,1.573664,top20v211,2014,chorus
9,1.571399,top20v211,2014,chorus
10,1.670817,top20v211,2014,chorus
11,1.744784,top20v211,2014,chorus
12,1.594998,top20v211,2014,chorus
13,1.578034,top20v211,2014,chorus
14,1.663081,top20v211,2014,chorus
15,1.422843,top20v211,2014,chorus
16,1.475333,top20v211,2014,chorus
17,1.427521,top20v211,2014,chorus
18,1.702275,top20v211,2014,chorus
19,1.907379,top20v211,2014,chorus
0,1.862522,top20v212,2014,chorus
1,1.867453,top20v212,2014,chorus
2,2.107065,top20v212,2014,chorus
3,2.140493,top20v212,2014,chorus
4,1.805969,top20v212,2014,chorus
5,2.154491,top20v212,2014,chorus
6,2.607879,top20v212,2014,chorus
7,1.928262,top20v212,2014,chorus
8,1.861516,top20v212,2014,chorus
9,1.798578,top20v212,2014,chorus
10,1.990137,top20v212,2014,chorus
11,1.821235,top20v212,2014,chorus
12,1.879073,top20v212,2014,chorus
13,1.994041,top20v212,2014,chorus
14,1.98485,top20v212,2014,chorus
15,2.043838,top20v212,2014,chorus
16,1.866462,top20v212,2014,chorus
17,2.03705,top20v212,2014,chorus
18,1.891419,top20v212,2014,chorus
19,2.235676,top20v212,2014,chorus
0,1.608847,top20v221,2014,chorus
1,1.291565,top20v221,2014,chorus
2,1.514431,top20v221,2014,chorus
3,0.496526,top20v221,2014,chorus
4,1.633297,top20v221,2014,chorus
5,0.74498,top20v221,2014,chorus
6,1.595982,top20v221,2014,chorus
7,1.194114,top20v221,2014,chorus
8,1.394256,top20v221,2014,chorus
9,0.437007,top20v221,2014,chorus
10,1.880969,top20v221,2014,chorus
11,1.375398,top20v221,2014,chorus
12,2.320169,top20v221,2014,chorus
13,2.015191,top20v221,2014,chorus
14,1.489943,top20v221,2014,chorus
15,0.874015,top20v221,2014,chorus
16,1.51288,top20v221,2014,chorus
17,0.359551,top20v221,2014,chorus
18,1.647661,top20v221,2014,chorus
19,1.341152,top20v221,2014,chorus
0,1.830044,top20v222,2014,chorus
1,1.798293,top20v222,2014,chorus
2,2.054129,top20v222,2014,chorus
3,1.774824,top20v222,2014,chorus
4,1.764828,top20v222,2014,chorus
5,2.138763,top20v222,2014,chorus
6,2.754984,top20v222,2014,chorus
7,1.855581,top20v222,2014,chorus
8,1.844709,top20v222,2014,chorus
9,1.809394,top20v222,2014,chorus
10,1.994352,top20v222,2014,chorus
11,1.792991,top20v222,2014,chorus
12,1.84396,top20v222,2014,chorus
13,1.955374,top20v222,2014,chorus
14,1.98971,top20v222,2014,chorus
15,2.05046,top20v222,2014,chorus
16,1.735538,top20v222,2014,chorus
17,1.994527,top20v222,2014,chorus
18,1.881831,top20v222,2014,chorus
19,2.027149,top20v222,2014,chorus
0,1.927596,top20v231,2014,chorus
1,1.894041,top20v231,2014,chorus
2,2.000161,top20v231,2014,chorus
3,1.914605,top20v231,2014,chorus
4,1.840813,top20v231,2014,chorus
5,2.111585,top20v231,2014,chorus
6,2.219738,top20v231,2014,chorus
7,1.699618,top20v231,2014,chorus
8,1.749012,top20v231,2014,chorus
9,2.049818,top20v231,2014,chorus
10,1.942913,top20v231,2014,chorus
11,1.882812,top20v231,2014,chorus
12,1.946281,top20v231,2014,chorus
13,1.843795,top20v231,2014,chorus
14,1.967128,top20v231,2014,chorus
15,1.611332,top20v231,2014,chorus
16,1.873374,top20v231,2014,chorus
17,1.500253,top20v231,2014,chorus
18,1.913826,top20v231,2014,chorus
19,1.91607,top20v231,2014,chorus
0,1.384726,top20v232,2014,chorus
1,1.314067,top20v232,2014,chorus
2,1.349251,top20v232,2014,chorus
3,1.274133,top20v232,2014,chorus
4,1.809713,top20v232,2014,chorus
5,1.526435,top20v232,2014,chorus
6,1.414532,top20v232,2014,chorus
7,1.470891,top20v232,2014,chorus
8,1.211797,top20v232,2014,chorus
9,1.544884,top20v232,2014,chorus
10,1.272213,top20v232,2014,chorus
11,1.382003,top20v232,2014,chorus
12,1.717073,top20v232,2014,chorus
13,1.210884,top20v232,2014,chorus
14,1.305017,top20v232,2014,chorus
15,1.276793,top20v232,2014,chorus
16,1.315056,top20v232,2014,chorus
17,1.532937,top20v232,2014,chorus
18,1.315618,top20v232,2014,chorus
19,1.278117,top20v232,2014,chorus
0,1.485796,top10v111,2015,verse
1,1.230275,top10v111,2015,verse
2,1.354153,top10v111,2015,verse
3,1.219851,top10v111,2015,verse
4,1.407317,top10v111,2015,verse
5,1.309341,top10v111,2015,verse
6,0.462089,top10v111,2015,verse
7,1.270569,top10v111,2015,verse
8,1.376744,top10v111,2015,verse
9,0.949397,top10v111,2015,verse
0,1.846597,top10v112,2015,verse
1,1.071485,top10v112,2015,verse
2,1.618221,top10v112,2015,verse
3,1.157622,top10v112,2015,verse
4,1.071485,top10v112,2015,verse
5,1.668683,top10v112,2015,verse
6,1.718092,top10v112,2015,verse
7,1.445149,top10v112,2015,verse
8,1.460463,top10v112,2015,verse
9,1.317213,top10v112,2015,verse
0,1.588111,top10v121,2015,verse
1,1.12835,top10v121,2015,verse
2,1.474284,top10v121,2015,verse
3,1.219851,top10v121,2015,verse
4,1.407317,top10v121,2015,verse
5,1.104536,top10v121,2015,verse
6,0.462089,top10v121,2015,verse
7,1.429288,top10v121,2015,verse
8,1.372299,top10v121,2015,verse
9,0.949397,top10v121,2015,verse
0,1.846597,top10v122,2015,verse
1,1.130261,top10v122,2015,verse
2,1.40281,top10v122,2015,verse
3,1.157622,top10v122,2015,verse
4,1.130261,top10v122,2015,verse
5,1.724076,top10v122,2015,verse
6,1.779058,top10v122,2015,verse
7,1.358561,top10v122,2015,verse
8,1.358561,top10v122,2015,verse
